               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  70,            0.015645,            0.045403,            0.000884,             0.83361,             0.84325,             0.87706,             0.66029,            0.025653,            0.052476,           0.0071871,            0.003169,            0.003169,            0.003169
                  71,             0.01551,            0.046284,           0.0010675,             0.83958,             0.81852,             0.86789,             0.66141,            0.025858,            0.053726,           0.0086132,             0.00307,             0.00307,             0.00307
                  72,            0.015462,            0.045659,           0.0010547,             0.88109,             0.86564,             0.91157,             0.70277,            0.025551,            0.052404,           0.0051222,            0.002971,            0.002971,            0.002971
                  73,            0.015534,             0.04574,          0.00088344,             0.84518,             0.85756,              0.8833,             0.67354,            0.025881,            0.053982,           0.0071956,            0.002872,            0.002872,            0.002872
                  74,            0.015209,            0.045059,          0.00086591,             0.87418,             0.84215,             0.88623,             0.67748,            0.025859,             0.05364,           0.0065979,            0.002773,            0.002773,            0.002773
                  75,            0.015306,            0.045472,           0.0011238,             0.83674,             0.87633,             0.88316,             0.67422,            0.025897,            0.055071,           0.0070425,            0.002674,            0.002674,            0.002674
                  76,            0.015075,            0.044626,          0.00096322,             0.83745,             0.87749,             0.88094,             0.67189,            0.025975,            0.055016,           0.0070336,            0.002575,            0.002575,            0.002575
                  77,            0.014941,            0.044811,          0.00085146,             0.85756,             0.85032,             0.88308,             0.67568,            0.025963,             0.05532,           0.0072254,            0.002476,            0.002476,            0.002476
                  78,              0.0149,            0.044832,          0.00078479,             0.84885,             0.87147,              0.8892,             0.67959,            0.026031,            0.055292,           0.0074114,            0.002377,            0.002377,            0.002377
                  79,            0.014743,            0.043714,          0.00089196,             0.86394,             0.85294,             0.88511,             0.68122,             0.02618,            0.057813,            0.007021,            0.002278,            0.002278,            0.002278
                  80,            0.014696,            0.043412,          0.00082488,             0.86237,             0.84342,              0.8841,             0.67771,            0.026105,            0.055899,           0.0067317,            0.002179,            0.002179,            0.002179
                  81,            0.014568,            0.043586,          0.00079564,             0.83452,             0.85643,             0.87333,             0.66547,            0.026106,            0.056675,           0.0081431,             0.00208,             0.00208,             0.00208
                  82,            0.014612,             0.04424,          0.00072836,             0.83032,             0.84646,             0.87439,             0.66917,            0.026143,            0.055962,           0.0081623,            0.001981,            0.001981,            0.001981
                  83,            0.014489,            0.043418,          0.00070098,             0.85406,             0.87782,             0.88941,              0.6879,            0.026165,            0.056741,           0.0064795,            0.001882,            0.001882,            0.001882
                  84,            0.014372,            0.042812,          0.00068403,             0.83846,             0.85377,              0.8841,             0.68009,            0.026042,            0.056523,           0.0077347,            0.001783,            0.001783,            0.001783
                  85,            0.014224,            0.042478,          0.00066128,             0.88029,             0.87805,             0.89531,             0.68668,            0.026119,            0.056623,           0.0063048,            0.001684,            0.001684,            0.001684
                  86,            0.014325,            0.042474,          0.00063134,              0.8046,             0.84801,             0.85999,             0.65587,            0.026139,            0.055901,            0.008957,            0.001585,            0.001585,            0.001585
                  87,            0.014177,            0.042506,          0.00063739,             0.85711,             0.84161,             0.88164,             0.67608,            0.026272,            0.057001,           0.0077013,            0.001486,            0.001486,            0.001486
                  88,            0.014101,            0.042319,          0.00060827,             0.87833,             0.86059,             0.89389,             0.68969,            0.026211,            0.057545,           0.0062809,            0.001387,            0.001387,            0.001387
                  89,            0.014069,            0.042377,          0.00066829,             0.84708,             0.86457,             0.88894,             0.68056,            0.026351,            0.057618,           0.0071346,            0.001288,            0.001288,            0.001288
                  90,            0.013823,            0.041031,          0.00061506,              0.8426,             0.84954,             0.88242,             0.67798,            0.026218,            0.057751,           0.0081337,            0.001189,            0.001189,            0.001189
                  91,            0.014067,            0.041605,          0.00056624,             0.81656,             0.83969,             0.86019,             0.65752,            0.026259,            0.058274,             0.00912,             0.00109,             0.00109,             0.00109
                  92,            0.013856,            0.040327,          0.00059019,             0.86562,             0.85345,             0.88792,             0.68183,            0.026183,            0.058411,           0.0064577,            0.000991,            0.000991,            0.000991
                  93,             0.01373,            0.040668,          0.00060389,             0.85416,             0.86947,              0.8923,              0.6874,            0.026118,            0.057908,           0.0070034,            0.000892,            0.000892,            0.000892
                  94,            0.013571,            0.039808,          0.00053593,             0.83544,             0.86397,             0.88489,              0.6807,            0.026228,            0.058448,           0.0078162,            0.000793,            0.000793,            0.000793
                  95,            0.013702,            0.041346,          0.00054649,              0.8508,             0.87064,             0.88808,             0.68123,            0.026425,            0.059554,           0.0072987,            0.000694,            0.000694,            0.000694
                  96,              0.0135,             0.03973,          0.00052124,             0.84981,             0.85903,             0.88341,             0.67985,            0.026319,            0.059484,           0.0077056,            0.000595,            0.000595,            0.000595
                  97,            0.013423,            0.040379,          0.00051516,             0.84057,             0.86079,             0.87316,             0.67207,            0.026258,             0.05925,           0.0080434,            0.000496,            0.000496,            0.000496
                  98,            0.013606,            0.039959,          0.00048185,             0.82178,             0.87265,             0.86967,              0.6683,            0.026336,            0.059713,           0.0088881,            0.000397,            0.000397,            0.000397
                  99,             0.01334,            0.039081,          0.00049168,             0.83103,             0.86356,             0.86953,             0.67016,            0.026278,            0.059617,           0.0088129,            0.000298,            0.000298,            0.000298
