               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  63,            0.017682,             0.05123,           0.0017515,             0.87018,             0.79727,             0.87013,             0.65668,            0.024962,            0.049025,           0.0071351,            0.003862,            0.003862,            0.003862
                  64,            0.017353,            0.050712,           0.0016485,              0.8199,             0.83711,             0.86892,             0.65907,             0.02543,            0.049098,           0.0063531,            0.003763,            0.003763,            0.003763
                  65,            0.017517,            0.051047,           0.0013545,             0.80626,             0.84275,             0.85084,             0.64048,            0.025396,            0.050015,           0.0074718,            0.003664,            0.003664,            0.003664
                  66,            0.017274,             0.05075,           0.0014767,             0.81799,             0.86767,             0.87992,             0.66017,            0.025343,             0.05065,           0.0065637,            0.003565,            0.003565,            0.003565
                  67,            0.017156,            0.050121,           0.0014238,             0.83729,             0.84634,             0.87445,             0.66003,            0.025366,            0.050603,           0.0071874,            0.003466,            0.003466,            0.003466
                  68,            0.017029,            0.050522,            0.001572,             0.84008,             0.85134,             0.87691,              0.6628,            0.024983,            0.049541,           0.0065257,            0.003367,            0.003367,            0.003367
                  69,            0.016866,            0.050328,           0.0014545,             0.86386,             0.84555,             0.88843,             0.66955,            0.025333,            0.050039,           0.0057887,            0.003268,            0.003268,            0.003268
                  70,            0.016913,            0.049343,           0.0012543,             0.86242,              0.8657,             0.88944,             0.67139,            0.025394,            0.050196,           0.0055538,            0.003169,            0.003169,            0.003169
                  71,            0.017049,            0.051501,            0.001521,             0.87328,             0.85057,             0.89166,             0.67548,            0.025675,            0.050893,           0.0058623,             0.00307,             0.00307,             0.00307
                  72,            0.016731,            0.049606,           0.0013374,             0.78183,             0.80915,             0.83538,              0.6251,            0.025358,             0.05088,           0.0091812,            0.002971,            0.002971,            0.002971
                  73,            0.016618,            0.049759,            0.001214,             0.84203,             0.82053,             0.87226,             0.66403,            0.025028,            0.049577,           0.0074665,            0.002872,            0.002872,            0.002872
                  74,            0.016433,            0.048731,           0.0014987,             0.85498,             0.88597,             0.87378,             0.65807,            0.025198,            0.050001,           0.0064253,            0.002773,            0.002773,            0.002773
                  75,            0.016508,             0.04963,           0.0012886,             0.84119,             0.84751,             0.88794,             0.67233,            0.025328,            0.050813,           0.0068973,            0.002674,            0.002674,            0.002674
                  76,            0.016527,            0.049162,            0.001253,             0.82911,             0.82724,             0.84212,             0.62813,            0.025329,            0.050765,           0.0080375,            0.002575,            0.002575,            0.002575
                  77,            0.016335,             0.04764,           0.0012727,             0.85085,             0.85709,             0.87446,             0.66036,            0.025284,            0.050414,           0.0068751,            0.002476,            0.002476,            0.002476
                  78,            0.016328,            0.048658,           0.0011314,             0.82503,             0.84887,             0.87325,             0.66317,            0.025177,            0.050895,           0.0080423,            0.002377,            0.002377,            0.002377
                  79,            0.016191,            0.048563,           0.0011102,             0.80694,             0.83807,             0.85378,             0.64573,            0.025199,            0.051544,           0.0081768,            0.002278,            0.002278,            0.002278
                  80,             0.01635,            0.049224,           0.0010614,             0.85239,             0.87959,             0.89672,             0.68302,            0.025266,             0.05146,           0.0059634,            0.002179,            0.002179,            0.002179
                  81,            0.016084,            0.047747,           0.0010957,              0.8054,             0.88624,             0.85783,             0.64651,            0.025553,            0.051827,           0.0077226,             0.00208,             0.00208,             0.00208
                  82,             0.01601,            0.047724,          0.00096136,             0.82552,             0.88473,             0.87464,             0.66626,            0.025327,            0.051674,           0.0072004,            0.001981,            0.001981,            0.001981
                  83,            0.015811,            0.046936,           0.0010483,             0.84603,             0.85295,             0.87476,             0.66474,            0.025424,             0.05192,             0.00769,            0.001882,            0.001882,            0.001882
                  84,            0.015824,            0.046794,           0.0010476,             0.83966,             0.87504,             0.86352,              0.6542,            0.025467,            0.052189,           0.0075329,            0.001783,            0.001783,            0.001783
